id,author,title,year,isbn,list_id,list,section,section_letter,group,examinable,other_titles,entry
frias-tomochic-1893,"Frías, Heriberto",Tomóchic,1893,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Frías, Heriberto. Tomóchic. 1893."
azuela-los-de-abajo-1915,"Azuela, Mariano",Los de abajo,1915,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Azuela, Mariano. Los de abajo. 1915."
vasconcelos-la-raza-cosmica-1925,"Vasconcelos, José",La raza cósmica,1925,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Vasconcelos, José. La raza cósmica. 1925."
campobello-cartucho-1931,"Campobello, Nellie",Cartucho,1931,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Campobello, Nellie. Cartucho. 1931."
revueltas-el-luto-humano-1943,"Revueltas, José",El luto humano,1943,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Revueltas, José. El luto humano. 1943."
paz-el-laberinto-de-la-soledad-1950,"Paz, Octavio",El laberinto de la soledad,1950,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Paz, Octavio. El laberinto de la soledad. 1950."
fuentes-la-muerte-de-artemio-cruz-1962,"Fuentes, Carlos",La muerte de Artemio Cruz,1962,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Fuentes, Carlos. La muerte de Artemio Cruz. 1962."
arce-cronicas-diabolicas-1916-1926-1982,"Arce, Julio G","Crónicas diabólicas, 1916–1926",1982,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Arce, Julio G. [Jorge Ulica]. Crónicas diabólicas, 1916–1926. Edición de Juan Rodríguez, Maize Press, 1982."
venegas-las-aventuras-de-don-chipote-1928,"Venegas, Daniel",Las aventuras de don Chipote o Cuando los pericos mamen,1928,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Venegas, Daniel. Las aventuras de don Chipote o Cuando los pericos mamen. 1928."
paredes-with-his-pistol-in-his-1958,"Paredes, Américo","""With His Pistol in His Hand"": A Border Ballad and Its Hero",1958,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Paredes, Américo. ""With His Pistol in His Hand"": A Border Ballad and Its Hero. University of Texas Press, 1958."
gonzales-yo-soy-joaquin-1967,"Gonzales, Rodolfo ""Corky",Yo soy Joaquín,1967,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Gonzales, Rodolfo ""Corky."" Yo soy Joaquín. 1967."
rivera-y-no-se-lo-trago-1996,"Rivera, Tomás",…y no se lo tragó la tierra / …And the Earth Did Not Devour Him,1996,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Rivera, Tomás. …y no se lo tragó la tierra / …And the Earth Did Not Devour Him. 1971. Traducción de Evangelina Vigil-Piñón, Arte Público Press, 1996."
la-chrisx-la-loca-de-la-raza-1978,La Chrisx,La loca de la raza cósmica,1978,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"La Chrisx. ""La loca de la raza cósmica."" 1978."
corpi-palabras-de-mediodia-noon-words-1980,"Corpi, Lucha",Palabras de mediodía / Noon Words,1980,,teaching,III. Teaching,"C. Chicana Feminisms, Embodiment, and Cultural Memory",C,core,yes,,"Corpi, Lucha. Palabras de mediodía / Noon Words. Traducción de Catherine Rodríguez-Nieto, El Fuego de Aztlán Publications, 1980."
viramontes-the-moths-and-other-stories-1985,"Viramontes, Helena María",The Moths and Other Stories,1985,,teaching,III. Teaching,"C. Chicana Feminisms, Embodiment, and Cultural Memory",C,core,yes,,"Viramontes, Helena María. The Moths and Other Stories. Arte Público Press, 1985."
chavez-loving-pedro-infante-2001,"Chávez, Denise",Loving Pedro Infante,2001,,teaching,III. Teaching,"C. Chicana Feminisms, Embodiment, and Cultural Memory",C,core,yes,,"Chávez, Denise. Loving Pedro Infante. Farrar, Straus and Giroux, 2001."
fajardo-anstine-sabrina-corina-stories-2019,"Fajardo-Anstine, Kali",Sabrina & Corina: Stories,2019,,teaching,III. Teaching,"C. Chicana Feminisms, Embodiment, and Cultural Memory",C,core,yes,,"Fajardo-Anstine, Kali. Sabrina & Corina: Stories. One World, 2019."
jimenez-cajas-de-carton-2002,"Jiménez, Francisco",Cajas de cartón,2002,,teaching,III. Teaching,"D. Migration, Borders, and Cultural Translation",D,core,yes,Senderos fronterizos,"Jiménez, Francisco. Cajas de cartón. 1999. Senderos fronterizos. 2002."
alarcon-from-the-other-side-of-2002,"Alarcón, Francisco X",From the Other Side of Night / Del otro lado de la noche: New and Selected Poems,2002,,teaching,III. Teaching,"D. Migration, Borders, and Cultural Translation",D,core,yes,,"Alarcón, Francisco X. From the Other Side of Night / Del otro lado de la noche: New and Selected Poems. University of Arizona Press, 2002."
grande-a-traves-de-cien-montanas-2007,"Grande, Reyna",A través de cien montañas,2007,,teaching,III. Teaching,"D. Migration, Borders, and Cultural Translation",D,core,yes,,"Grande, Reyna. A través de cien montañas. 2007."
rulfo-el-llano-en-llamas-1955,"Rulfo, Juan",El llano en llamas,1955,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,Pedro Páramo,"Rulfo, Juan. El llano en llamas. 1953. Pedro Páramo. 1955."
anaya-bless-me-ultima-1972,"Anaya, Rudolfo","Bless Me, Ultima",1972,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Anaya, Rudolfo. Bless Me, Ultima. 1972."
arias-el-camino-a-tamazunchale-2002,"Arias, Ron",El camino a Tamazunchale,2002,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Arias, Ron. El camino a Tamazunchale. Traducción de Beth Pollack y Ricardo Aguilar Melantzón, Bilingual Press / Editorial Bilingüe, 2002."
valdemar-garcia-la-casa-del-brujo-the-1984,"Valdemar García, Itz-Ollin",La casa del brujo / The Sorcerer's House,1984,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Valdemar García, Itz-Ollin. La casa del brujo / The Sorcerer's House. Muchos Charcos Books, 1984."
anzaldua-prietita-and-the-ghost-woman-1995,"Anzaldúa, Gloria",Prietita and the Ghost Woman,1995,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Anzaldúa, Gloria. Prietita and the Ghost Woman. Ilustraciones de Maya Christina Gonzalez, Children's Book Press, 1995."
mendez-los-muertos-tambien-cuentan-1995,"Méndez, Miguel",Los muertos también cuentan,1995,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Méndez, Miguel. Los muertos también cuentan. 1995."
herrera-la-transmigracion-de-los-cuerpos-2013,"Herrera, Yuri",La transmigración de los cuerpos,2013,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Herrera, Yuri. La transmigración de los cuerpos. Periférica, 2013."
rivera-garza-los-muertos-indociles-necroescrituras-y-2013,"Rivera Garza, Cristina",Los muertos indóciles: necroescrituras y desapropiación,2013,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Rivera Garza, Cristina. Los muertos indóciles: necroescrituras y desapropiación. Tusquets Editores, 2013."
fragoza-eat-the-mouth-that-feeds-2021,"Fragoza, Carribean",Eat the Mouth That Feeds You,2021,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Fragoza, Carribean. Eat the Mouth That Feeds You. City Lights Publishers, 2021."
davila-cuentos-reunidos,"Dávila, Amparo",Cuentos reunidos,,,teaching,III. Teaching,"E. Haunting, Death, and Fantastic Narrative",E,core,yes,,"Dávila, Amparo. Cuentos reunidos"
sanchez-prado-teaching-the-mexican-revolution-2026,"Sánchez Prado, Ignacio M",Teaching the Mexican Revolution,2026,,teaching,III. Teaching,G. Teaching Practice and Pedagogy,G,core,yes,,"Sánchez Prado, Ignacio M., editor. Teaching the Mexican Revolution. Modern Language Association of America, 2026."
luiselli-los-ninos-perdidos-un-ensayo-2016,"Luiselli, Valeria",Los niños perdidos: un ensayo en cuarenta preguntas,2016,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Luiselli, Valeria. Los niños perdidos: un ensayo en cuarenta preguntas. Sexto Piso, 2016."
castillo-the-guardians-2007,"Castillo, Ana",The Guardians,2007,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Castillo, Ana. The Guardians. Random House, 2007."
gomez-pena-bitacora-del-cruce-2006,"Gómez-Peña, Guillermo",Bitácora del cruce,2006,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Gómez-Peña, Guillermo. Bitácora del cruce. 2006."
diaz-postcolonial-love-poem-2020,"Díaz, Natalie",Postcolonial Love Poem,2020,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Díaz, Natalie. Postcolonial Love Poem. Graywolf Press, 2020."
pineda-nostalgia-doesn-t-flow-away-2024,"Pineda, Irma",Nostalgia Doesn't Flow Away Like Riverwater / Xilase qui rié di' sicasi rié nisa guiigu' / La nostalgia no se marcha como el agua de los ríos,2024,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Pineda, Irma. Nostalgia Doesn't Flow Away Like Riverwater / Xilase qui rié di' sicasi rié nisa guiigu' / La nostalgia no se marcha como el agua de los ríos. Traducción al inglés de Wendy Call, Phoneme Media / Deep Vellum, 2024."
martinez-teaching-late-twentieth-century-mexicana-2020,"Martínez, Elizabeth Coonrod, editora",Teaching Late-Twentieth-Century Mexicana and Chicana Writers,2020,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Martínez, Elizabeth Coonrod, editora. Teaching Late-Twentieth-Century Mexicana and Chicana Writers. Modern Language Association of America, 2020."
moraga-a-xicana-codex-of-changing-2011,"Moraga, Cherríe","A Xicana Codex of Changing Consciousness: Writings, 2000–2010",2011,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Moraga, Cherríe. A Xicana Codex of Changing Consciousness: Writings, 2000–2010. Duke University Press, 2011."
cisneros-woman-hollering-creek-and-other-1991,"Cisneros, Sandra",Woman Hollering Creek and Other Stories,1991,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Cisneros, Sandra. Woman Hollering Creek and Other Stories. Random House, 1991."
melendez-ciudadanos-por-tratado-textos-de-2025,"Meléndez, A","Ciudadanos por tratado: textos de los nuevomexicanos, 1846–1925",2025,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Meléndez, A. Gabriel, editor. Ciudadanos por tratado: textos de los nuevomexicanos, 1846–1925. Modern Language Association of America, 2025."
mohamed-ihab-bebars-voces-femeninas-en-el-cuento-2012,"Mohamed Ihab Bebars, Nehad","Voces femeninas en el cuento mexicano de la generación de medio siglo: la obra cuentística de Guadalupe Dueñas, Amparo Dávila e Inés Arredondo",2012,,teaching,III. Teaching,Supplementary,,supplementary,yes,,"Mohamed Ihab Bebars, Nehad. Voces femeninas en el cuento mexicano de la generación de medio siglo: la obra cuentística de Guadalupe Dueñas, Amparo Dávila e Inés Arredondo, 2012."
alberro-inquisicion-y-sociedad-en-mexico-1988,"Alberro, Solange","Inquisición y sociedad en México, 1571–1700",1988,,working-bibliography,Working bibliography,,,core,no,,"Alberro, Solange. Inquisición y sociedad en México, 1571–1700. Fondo de Cultura Económica, 1988."
aguilar-gil-aa-manifiestos-sobre-la-diversidad-2020,"Aguilar Gil, Yásnaya Elena",Ää: manifiestos sobre la diversidad lingüística,2020,,working-bibliography,Working bibliography,,,core,no,,"Aguilar Gil, Yásnaya Elena. Ää: manifiestos sobre la diversidad lingüística. Almadía, 2020."
beverley-testimonio-on-the-politics-of-2004,"Beverley, John",Testimonio: On the Politics of Truth,2004,,working-bibliography,Working bibliography,,,core,no,,"Beverley, John. Testimonio: On the Politics of Truth. University of Minnesota Press, 2004."
brooks-captives-and-cousins-slavery-kinship-2002,"Brooks, James F","Captives and Cousins: Slavery, Kinship, and Community in the Southwest Borderlands",2002,,working-bibliography,Working bibliography,,,core,no,,"Brooks, James F. Captives and Cousins: Slavery, Kinship, and Community in the Southwest Borderlands. University of North Carolina Press, 2002."
ebright-land-grants-and-lawsuits-in-1994,"Ebright, Malcolm",Land Grants and Lawsuits in Northern New Mexico,1994,,working-bibliography,Working bibliography,,,core,no,,"Ebright, Malcolm. Land Grants and Lawsuits in Northern New Mexico. University of New Mexico Press, 1994."
gutierrez-when-jesus-came-the-corn-1991,"Gutiérrez, Ramón A","When Jesus Came, the Corn Mothers Went Away: Marriage, Sexuality, and Power in New Mexico, 1500–1846",1991,,working-bibliography,Working bibliography,,,core,no,,"Gutiérrez, Ramón A. When Jesus Came, the Corn Mothers Went Away: Marriage, Sexuality, and Power in New Mexico, 1500–1846. Stanford University Press, 1991."
hendrickson-border-medicine-a-transcultural-history-2014,"Hendrickson, Brett",Border Medicine: A Transcultural History of Mexican American Curanderismo,2014,,working-bibliography,Working bibliography,,,core,no,,"Hendrickson, Brett. Border Medicine: A Transcultural History of Mexican American Curanderismo. New York University Press, 2014."
hirsch-the-generation-of-postmemory-writing-2012,"Hirsch, Marianne",The Generation of Postmemory: Writing and Visual Culture after the Holocaust,2012,,working-bibliography,Working bibliography,,,core,no,,"Hirsch, Marianne. The Generation of Postmemory: Writing and Visual Culture after the Holocaust. Columbia University Press, 2012."
jones-the-only-good-indians-2020,"Jones, Stephen Graham",The Only Good Indians,2020,,working-bibliography,Working bibliography,,,core,no,,"Jones, Stephen Graham. The Only Good Indians. Saga Press, 2020."
justice-why-indigenous-literatures-matter-2018,"Justice, Daniel Heath",Why Indigenous Literatures Matter,2018,,working-bibliography,Working bibliography,,,core,no,,"Justice, Daniel Heath. Why Indigenous Literatures Matter. Wilfrid Laurier University Press, 2018."
melchor-temporada-de-huracanes-2017,"Melchor, Fernanda",Temporada de huracanes,2017,,working-bibliography,Working bibliography,,,core,no,,"Melchor, Fernanda. Temporada de huracanes. Literatura Random House, 2017."
melendez-hidden-chicano-cinema-film-dramas-2013,"Meléndez, A",Hidden Chicano Cinema: Film Dramas in the Borderlands,2013,,working-bibliography,Working bibliography,,,core,no,,"Meléndez, A. Gabriel. Hidden Chicano Cinema: Film Dramas in the Borderlands. Rutgers University Press, 2013."
meyer-speaking-for-themselves-neomexicano-cult-1996,"Meyer, Doris","Speaking for Themselves: Neomexicano Cultural Identity and the Spanish-Language Press, 1880–1920",1996,,working-bibliography,Working bibliography,,,core,no,,"Meyer, Doris. Speaking for Themselves: Neomexicano Cultural Identity and the Spanish-Language Press, 1880–1920. University of New Mexico Press, 1996."
nieto-phillips-the-language-of-blood-the-2004,"Nieto-Phillips, John M","The Language of Blood: The Making of Spanish-American Identity in New Mexico, 1880s–1930s",2004,,working-bibliography,Working bibliography,,,core,no,,"Nieto-Phillips, John M. The Language of Blood: The Making of Spanish-American Identity in New Mexico, 1880s–1930s. University of New Mexico Press, 2004."
rappaport-beyond-the-lettered-city-indigenous-2012,"Rappaport, Joanne, y Tom Cummins",Beyond the Lettered City: Indigenous Literacies in the Andes,2012,,working-bibliography,Working bibliography,,,core,no,,"Rappaport, Joanne, y Tom Cummins. Beyond the Lettered City: Indigenous Literacies in the Andes. Duke University Press, 2012."
sklodowska-testimonio-hispanoamericano-historia-teo-1992,"Sklodowska, Elzbieta","Testimonio hispanoamericano: historia, teoría, poética",1992,,working-bibliography,Working bibliography,,,core,no,,"Sklodowska, Elzbieta. Testimonio hispanoamericano: historia, teoría, poética. Peter Lang, 1992."
weigle-brothers-of-light-brothers-of-1976,"Weigle, Marta","Brothers of Light, Brothers of Blood: The Penitentes of the Southwest",1976,,working-bibliography,Working bibliography,,,core,no,,"Weigle, Marta. Brothers of Light, Brothers of Blood: The Penitentes of the Southwest. University of New Mexico Press, 1976."
counter-mapping-https--counter-mapping,Counter Mapping: https://emergencemagazine,Counter Mapping,,,working-bibliography,Working bibliography,,,core,no,,Counter Mapping: https://emergencemagazine.org/feature/counter-mapping/
sagas-latino-colorado,"Sagás, Ernesto",Latino Colorado,,,working-bibliography,Working bibliography,,,core,no,,"Sagás, Ernesto. Latino Colorado"
akerman-de-l-autre-cote-2002,"Akerman, Chantal, directora",De l'autre côté,2002,,filmography,Working filmography,,,core,no,,"Akerman, Chantal, directora. De l'autre côté. 2002."
almada-el-velador-2011,"Almada, Natalia, directora",El velador,2011,,filmography,Working filmography,,,core,no,,"Almada, Natalia, directora. El velador. 2011."
arteaga-el-guardian-de-la-memoria-2019,"Arteaga, Marcela, directora",El guardián de la memoria,2019,,filmography,Working filmography,,,core,no,,"Arteaga, Marcela, directora. El guardián de la memoria. 2019."
esteinou-muki-sopalirili-aligue-gawichi-nirugame-2023,"Esteinou, Santiago, Javier Campos López y Axel Pedraza, directores",Mukí Sopalírili Aligué Gawichí Nirúgame / The Woman of Stars and Mountains,2023,,filmography,Working filmography,,,core,no,,"Esteinou, Santiago, Javier Campos López y Axel Pedraza, directores. Mukí Sopalírili Aligué Gawichí Nirúgame / The Woman of Stars and Mountains. 2023."
huezo-tempestad-2016,"Huezo, Tatiana, directora",Tempestad,2016,,filmography,Working filmography,,,core,no,,"Huezo, Tatiana, directora. Tempestad. 2016."
portillo-senorita-extraviada-2001,"Portillo, Lourdes, directora",Señorita extraviada,2001,,filmography,Working filmography,,,core,no,,"Portillo, Lourdes, directora. Señorita extraviada. 2001."
reggio-visitors-2013,"Reggio, Godfrey, director",Visitors,2013,,filmography,Working filmography,,,core,no,,"Reggio, Godfrey, director. Visitors. 2013."
rivera-sleep-dealer-2008,"Rivera, Alex, director",Sleep Dealer,2008,,filmography,Working filmography,,,core,no,,"Rivera, Alex, director. Sleep Dealer. 2008."
ruiz-kingdom-of-shadows-2015,"Ruiz, Bernardo, director",Kingdom of Shadows,2015,,filmography,Working filmography,,,core,no,,"Ruiz, Bernardo, director. Kingdom of Shadows. 2015."
rulfo-los-que-se-quedan-2008,"Rulfo, Juan Carlos, y Carlos Hagerman, directores",Los que se quedan,2008,,filmography,Working filmography,,,core,no,,"Rulfo, Juan Carlos, y Carlos Hagerman, directores. Los que se quedan. 2008."
lopez-vuelven,"López, Issa",Vuelven,,,filmography,Working filmography,,,core,no,,"López, Issa. Vuelven"
lyon-llanito-1971,"Lyon, Danny",Llanito,1971,,filmography,Working filmography,,,core,no,,"Lyon, Danny. Llanito. 1971"
