id,author,title,year,isbn,list_id,list,section,section_letter,group,examinable,other_titles,entry,file,how,note,ext,file_isbn,citable
garcia-brujas-bultos-y-brasas-tales-1999,"García, Nasario, recopilador","Brujas, bultos, y brasas: Tales of Witchcraft and the Supernatural in the Pecos Valley",1999,,dissertation,II. Dissertation,"C. Witchcraft, Healing, and Supernatural Encounters",C,core,yes,,"García, Nasario, recopilador. Brujas, bultos, y brasas: Tales of Witchcraft and the Supernatural in the Pecos Valley. Western Edge Press, 1999.",,,,,,
garcia-brujerias-stories-of-witchcraft-and-2007,"García, Nasario",Brujerías: Stories of Witchcraft and the Supernatural in the American Southwest and Beyond,2007,,dissertation,II. Dissertation,"C. Witchcraft, Healing, and Supernatural Encounters",C,core,yes,,"García, Nasario. Brujerías: Stories of Witchcraft and the Supernatural in the American Southwest and Beyond. Texas Tech University Press, 2007.",,,,,,
kraul-the-weeping-woman-encounters-with-1988,"Kraul, Edward Garcia, y Judith Beatty",The Weeping Woman: Encounters with La Llorona,1988,,dissertation,II. Dissertation,"C. Witchcraft, Healing, and Supernatural Encounters",C,core,yes,,"Kraul, Edward Garcia, y Judith Beatty. The Weeping Woman: Encounters with La Llorona. Word Process, 1988.","The Weeping woman _ encounters with La Llorona -- Kraul, Edward Garcia; Beatty, Judith -- 1st ed_, Santa Fe, N_M, New Mexico, 1988 -- Santa Fe, N_M_ _ -- isbn13 9780945937067 -- 3a0fc7f030b1bdd249e36e8817fdfeea -- Anna’s Archive.pdf",matched (110),,.pdf,9780945937067,yes
garcez-american-indian-ghost-stories-of-2003,"Garcez, Antonio R",American Indian Ghost Stories of the West,2003,,dissertation,II. Dissertation,D. Literary Reworkings and Comparative Indigenous Horror,D,core,yes,,"Garcez, Antonio R. American Indian Ghost Stories of the West. Red Rabbit Press, 2003.",,,,,,
sagel-hablando-de-brujas-y-la-1981,"Sagel, Jim",Hablando de brujas y la gente de antes: poemas del Río Chama,1981,,dissertation,II. Dissertation,D. Literary Reworkings and Comparative Indigenous Horror,D,core,yes,,"Sagel, Jim. Hablando de brujas y la gente de antes: poemas del Río Chama. Introducción de John Nichols, Place of Herons Press, 1981.","Hablando De Brujas Y La Gente De Antes_ Poemas Del Río Chama -- por Jim Sagel; introduction by John Nichols -- Austin, Tex, Texas, 1981 -- Austin, -- 9780916908027 -- 01952a1d38588e8dc6a20a5044187476 -- Anna’s Arc.pdf",matched (85),,.pdf,9780916908027,yes
abudu-living-with-ghosts-a-reader-2022,"Abudu, KJ, editor",Living with Ghosts: A Reader,2022,,dissertation,II. Dissertation,"E. Hauntology, Spectrality, and Historical Temporality",E,core,yes,,"Abudu, KJ, editor. Living with Ghosts: A Reader. Pace Publishing, 2022.",,,,,,
derrida-specters-of-marx-the-state-1994,"Derrida, Jacques","Specters of Marx: The State of the Debt, the Work of Mourning, and the New International",1994,,dissertation,II. Dissertation,"E. Hauntology, Spectrality, and Historical Temporality",E,core,yes,,"Derrida, Jacques. Specters of Marx: The State of the Debt, the Work of Mourning, and the New International. Traducción de Peggy Kamuf, Routledge, 1994.","Espectros de Marx_ El Estado de la deuda, el trabajo del -- Jacques Derrida -- 1998 -- Editorial Trotta, S_A_ -- isbn13 9788413641379 -- 67c37d71757e81c978c856105b61f8f3 -- Anna’s Archive.pdf",override,Spanish translation; equivalence accepted by Zazil,.pdf,9788413641379,yes
weinstock-spectral-america-phantoms-and-the-2004,"Weinstock, Jeffrey Andrew, editor",Spectral America: Phantoms and the National Imagination,2004,,dissertation,II. Dissertation,"E. Hauntology, Spectrality, and Historical Temporality",E,core,yes,,"Weinstock, Jeffrey Andrew, editor. Spectral America: Phantoms and the National Imagination. University of Wisconsin Press, 2004.",,,,,,
keetley-folk-horror-new-global-pathways-2023,"Keetley, Dawn, y Ruth Heholt, editoras",Folk Horror: New Global Pathways,2023,,dissertation,II. Dissertation,"F. Haunting as Aesthetic and Narrative Experience: The Fantastic, the Gothic, and Magical Realism",F,core,yes,,"Keetley, Dawn, y Ruth Heholt, editoras. Folk Horror: New Global Pathways. University of Wales Press, 2023.","Folk Horror_ New Global Pathways (Horror Studies) -- Dawn Keetley (editor), Ruth Heholt (editor) -- Horror Studies, 1, 2023 -- Gwasg Prifysgol Cymru _ -- isbn13 9781786839794 -- 50b9aeea78c642e88c32c5f2c8fd07eb -- Anna’s Archive.epub",matched (110),,.epub,9781786839794,no
todorov-the-fantastic-a-structural-approach-1975,"Todorov, Tzvetan",The Fantastic: A Structural Approach to a Literary Genre,1975,,dissertation,II. Dissertation,"F. Haunting as Aesthetic and Narrative Experience: The Fantastic, the Gothic, and Magical Realism",F,core,yes,,"Todorov, Tzvetan. The Fantastic: A Structural Approach to a Literary Genre. Traducción de Richard Howard, Cornell University Press, 1975.","Teorías de lo fantástico (Lecturas) (Spanish Edition) -- Jaime Alazraki, Jean Bellemin-Noël, Irène Bessière, Roger -- Bibliotheca Philologica_ Serie -- isbn13 9788476354537 -- 2cfd627e742bd7592753cc4cb63d5f3f -- Anna’s Archive.pdf",override,Spanish translation of Todorov; equivalence accepted,.pdf,9788476354537,yes
walter-magical-realism-in-contemporary-chicano-1993,"Walter, Roland",Magical Realism in Contemporary Chicano Fiction,1993,,dissertation,II. Dissertation,"F. Haunting as Aesthetic and Narrative Experience: The Fantastic, the Gothic, and Magical Realism",F,core,yes,,"Walter, Roland. Magical Realism in Contemporary Chicano Fiction. Vervuert, 1993.","Magical Realism in Contemporary Chicano Fiction _$bRon -- Walter, Roland (Roland Gerhard Mike) -- Editionen der Iberoamericana_ Reihe III, -- isbn13 9783893548484 -- 1edc99f54d4966445364b56035a3b2d2 -- Anna’s Archive.pdf",matched (110),,.pdf,9783893548484,yes
blanco-ghost-watching-american-modernity-haunti-2012,"Blanco, María del Pilar","Ghost-Watching American Modernity: Haunting, Landscape, and the Hemispheric Imagination",2012,,dissertation,II. Dissertation,"G. Chicana Spatial Criticism, Borderlands, and Hemispheric Haunting",G,core,yes,,"Blanco, María del Pilar. Ghost-Watching American Modernity: Haunting, Landscape, and the Hemispheric Imagination. Fordham University Press, 2012.","Ghost-Watching American Modernity _ Haunting, Landscape, and -- Blanco, María del Pilar -- 2012 mar 01 -- Fordham University Press -- isbn13 9780823242146 -- 61c9fd33308f8a3be9d19491aa3af3eb -- Anna’s Archive.pdf",matched (110),,.pdf,9780823242146,yes
brady-extinct-lands-temporal-geographies-chica-2002,"Brady, Mary Pat","Extinct Lands, Temporal Geographies: Chicana Literature and the Urgency of Space",2002,,dissertation,II. Dissertation,"G. Chicana Spatial Criticism, Borderlands, and Hemispheric Haunting",G,core,yes,,"Brady, Mary Pat. Extinct Lands, Temporal Geographies: Chicana Literature and the Urgency of Space. Duke University Press, 2002.","Extinct Lands, Temporal Geographies_ Chicana Literature and -- Mary Pat Brady -- Latin America otherwise, Durham, North Carolina, 2002 -- Duke -- isbn13 9780822329749 -- 5fb2b67f4160ee741157942ad763c367 -- Anna’s Archive.pdf",matched (110),,.pdf,9780822329749,yes
perez-there-was-a-woman-la-2008,"Perez, Domino Renee",There Was a Woman: La Llorona from Folklore to Popular Culture,2008,,dissertation,II. Dissertation,"G. Chicana Spatial Criticism, Borderlands, and Hemispheric Haunting",G,core,yes,,"Perez, Domino Renee. There Was a Woman: La Llorona from Folklore to Popular Culture. University of Texas Press, 2008.","There Was a Woman _ La Llorona From Folklore to Popular -- by Domino Renee Perez -- University of Texas Press, Austin, 2008 -- University of Texas -- isbn13 9780292718111 -- d6c4bfe86395bc3c28b9b52ce5c9c93b -- Anna’s Archive.pdf",matched (110),,.pdf,9780292718111,yes
bolanos-colonialism-past-and-present-reading-2002,"Bolaños, Álvaro Félix, Gustavo Verdesio, editores",Colonialism Past and Present: Reading and Writing about Colonial Latin America Today,2002,,dissertation,II. Dissertation,"H. Archival Criticism, Documents, and Media",H,core,yes,,"Bolaños, Álvaro Félix, Gustavo Verdesio, editores. Colonialism Past and Present: Reading and Writing about Colonial Latin America Today. State University of New York Press, 2002.","Colonialism past and present _ reading and writing about -- Bolaños, Alvaro Félix, 1955-; Verdesio, Gustavo -- State University of New York Press, -- isbn13 9780585442846 -- 92b8d77af893573db2546ccce69e3b5d -- Anna’s Archive.pdf",matched (110),,.pdf,9780585442846,yes
morana-coloniality-at-large-latin-america-2008,"Moraña, Mabel, Enrique Dussel y Carlos A",Coloniality at Large: Latin America and the Postcolonial Debate,2008,,dissertation,II. Dissertation,"H. Archival Criticism, Documents, and Media",H,core,yes,,"Moraña, Mabel, Enrique Dussel y Carlos A. Jáuregui, editores. Coloniality at Large: Latin America and the Postcolonial Debate. Duke University Press, 2008.",Coloniality at Large _ Latin America and the Postcolonial -- Mabel Moraña (editor); Enrique Dussel (editor); Carlos A_ -- Latin America otherwise _ -- isbn13 9780822341475 -- 148b02da64da083790198998d98de86e -- Anna’s Archive.pdf,matched (110),,.pdf,9780822341475,yes
gonzales-nacion-genizara-ethnogenesis-place-and-2019,"Gonzales, Moises, y Enrique R","Nación Genízara: Ethnogenesis, Place, and Identity in New Mexico",2019,,dissertation,II. Dissertation,J. Nuevomexicano Cultural History and Genízaro Identity,J,core,yes,,"Gonzales, Moises, y Enrique R. Lamadrid, editores. Nación Genízara: Ethnogenesis, Place, and Identity in New Mexico. University of New Mexico Press, 2019.","Nación Ǵenízara _ ethnogenesis, place, and identity in -- Moises Gonzales; Enrique R_ Lamadrid -- University of New Mexico Press, Albuquerque, 2019 -- isbn13 9780826361073 -- b403bbddc7e7aa8eaa28543b752ec1d5 -- Anna’s Archive.pdf",override,"the Catálogo filename also contains ""Archivo General de la Nación""",.pdf,9780826361073,yes
padilla-my-history-not-yours-the-1993,"Padilla, Genaro M","My History, Not Yours: The Formation of Mexican American Autobiography",1993,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Padilla, Genaro M. My History, Not Yours: The Formation of Mexican American Autobiography. University of Wisconsin Press, 1993.",,,,,,
briggs-competence-in-performance-the-creativity-1988,"Briggs, Charles L",Competence in Performance: The Creativity of Tradition in Mexicano Verbal Art,1988,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Briggs, Charles L. Competence in Performance: The Creativity of Tradition in Mexicano Verbal Art. University of Pennsylvania Press, 1988.",,,,,,
rama-la-ciudad-letrada-1984,"Rama, Ángel",La ciudad letrada,1984,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Rama, Ángel. La ciudad letrada. Ediciones del Norte, 1984.",,,,,,
cobos-a-dictionary-of-new-mexico-2003,"Cobos, Rubén",A Dictionary of New Mexico and Southern Colorado Spanish,2003,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Cobos, Rubén. A Dictionary of New Mexico and Southern Colorado Spanish. 2.ª ed., Museum of New Mexico Press, 2003.","A dictionary of New Mexico and southern Colorado Spanish , A -- Cobos, Rubén, None -- Sante Fe, New Mexico, 1983 -- Sante Fe _ Museum of New Mexico -- isbn13 9780890131411 -- 11eddce03216b570e11b1bf07ec45b43 -- Anna’s Archive.pdf",matched (110),,.pdf,9780890131411,yes
gitelman-paper-knowledge-toward-a-media-2014,"Gitelman, Lisa",Paper Knowledge: Toward a Media History of Documents,2014,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Gitelman, Lisa. Paper Knowledge: Toward a Media History of Documents. Duke University Press, 2014.","Paper Knowledge_ Toward a Media History of Documents (Sign, -- Gitelman, Lisa -- Sign, storage, transmission, 1, 2014 -- Duke University Press Books -- isbn13 9780822356455 -- d3b83ae34ef733db0f9018a30da3a5b7 -- Anna’s Archive.pdf",matched (110),,.pdf,9780822356455,yes
burns-into-the-archive-writing-and-2010,"Burns, Kathryn",Into the Archive: Writing and Power in Colonial Peru,2010,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Burns, Kathryn. Into the Archive: Writing and Power in Colonial Peru. Duke University Press, 2010.",,,,,,
brady-scales-of-captivity-racial-capitalism-2022,"Brady, Mary Pat",Scales of Captivity: Racial Capitalism and the Latinx Child,2022,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Brady, Mary Pat. Scales of Captivity: Racial Capitalism and the Latinx Child. Duke University Press, 2022.","Scales of Captivity _ Racial Capitalism and the Latinx Child -- Mary Pat Brady, 1961- -- 1, 2022 -- Duke University Press Books -- isbn13 9781478015314 -- a07d9317681902713d385d9ab90ee641 -- Anna’s Archive.pdf",matched (110),,.pdf,9781478015314,yes
hawk-never-whistle-at-night-an-2023,"Hawk, Shane, y Theodore C",Never Whistle at Night: An Indigenous Dark Fiction Anthology,2023,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Hawk, Shane, y Theodore C. Van Alst Jr., editores. Never Whistle at Night: An Indigenous Dark Fiction Anthology. Vintage Books, 2023.",,,,,,
melendez-so-all-is-not-lost-1997,"Meléndez, A","So All Is Not Lost: The Poetics of Print in Nuevomexicano Communities, 1834–1958",1997,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Meléndez, A. Gabriel. So All Is Not Lost: The Poetics of Print in Nuevomexicano Communities, 1834–1958. University of New Mexico Press, 1997.","So All Is Not Lost_ The Poetics of Print in Nuevomexicano -- Meléndez, A_ Gabriel (Anthony Gabriel) -- University of New Mexico Press, Albuquerque, -- isbn13 9780585245560 -- ff6ad4b02d4ce02a5ebc833cf8a8dc27 -- Anna’s Archive.pdf",matched (110),,.pdf,9780585245560,yes
rabasa-without-history-subaltern-studies-the-2010,"Rabasa, José","Without History: Subaltern Studies, the Zapatista Insurgency, and the Limits of Historical Discourse",2010,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Rabasa, José. Without History: Subaltern Studies, the Zapatista Insurgency, and the Limits of Historical Discourse. University of Pittsburgh Press, 2010.",,,,,,
ortega-binding-media-hybrid-print-digital-2025,"Ortega, Élika",Binding Media: Hybrid Print-Digital Literature from across the Americas,2025,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Ortega, Élika. Binding Media: Hybrid Print-Digital Literature from across the Americas. Stanford University Press, 2025.",,,,,,
boj-lopez-indigenous-archives-the-maya-diaspora-2026,"Boj López, Floridalma",Indigenous Archives: The Maya Diaspora and Mobile Cultural Production,2026,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Boj López, Floridalma. Indigenous Archives: The Maya Diaspora and Mobile Cultural Production. Duke University Press, 2026.",,,,,,
fisher-the-weird-and-the-eerie-2017,"Fisher, Mark",The Weird and the Eerie,2017,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Fisher, Mark. The Weird and the Eerie. Repeater Books, 2017.","The Weird and the Eerie -- Mark Fisher -- Paperback, 2017 -- Repeater Books Distributed in the United States by Random -- isbn13 9781910924389 -- 7e7b6699f2c1463523b456373cea8d19 -- Anna’s Archive.pdf",matched (90),,.pdf,9781910924389,yes
schaeffer-unsettled-borders-the-militarized-scienc-2022,"Schaeffer, Felicity Amaya",Unsettled Borders: The Militarized Science of Surveillance on Sacred Indigenous Land,2022,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Schaeffer, Felicity Amaya. Unsettled Borders: The Militarized Science of Surveillance on Sacred Indigenous Land. Duke University Press, 2022.","Unsettled Borders_ The Militarized Science of Surveillance -- Felicity Amaya Schaeffer -- Dissident acts, Durham _, 2022 -- Duke University Press -- isbn13 9781478015321 -- 0dacdde193a7503eef1681394c3b4387 -- Anna’s Archive.pdf",matched (110),,.pdf,9781478015321,yes
fisher-ghosts-of-my-life-writings-2014,"Fisher, Mark","Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures",2014,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Fisher, Mark. Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures. Zero Books, 2014.","Ghosts of My Life_ Writings on Depression, Hauntology and -- Fisher, Mark -- 2017 -- John Hunt (NBN) -- 41c838e5e1ecc754350d78a48f47c651 -- Anna’s Archive.pdf",matched (110),,.pdf,,yes
spooner-contemporary-gothic-2006,"Spooner, Catherine",Contemporary Gothic,2006,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Spooner, Catherine. Contemporary Gothic. Reaktion Books, 2006.","Contemporary Gothic (Reaktion Books - Focus on Contemporary -- Catherine Spooner -- Foci, 2007 -- REAKTION BOOKS; Reaktion -- isbn13 9781861893017 -- e9943301d76cc6a5831db7666e52b484 -- Anna’s Archive.pdf",matched (90),,.pdf,9781861893017,yes
campra-territorios-de-la-ficcion-lo-2008,"Campra, Rosalba",Territorios de la ficción: lo fantástico,2008,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Campra, Rosalba. Territorios de la ficción: lo fantástico. Renacimiento, 2008.","Territorios de la ficción_ Lo fantástico (Iluminaciones) -- Rosalba Campra -- 1, 2008 -- Editorial Renacimiento -- isbn13 9788484723875 -- db0db48a9b1ee3cce67aa4bfeac1e7f0 -- Anna’s Archive.pdf",matched (110),,.pdf,9788484723875,yes
keetley-folk-gothic-2024,"Keetley, Dawn",Folk Gothic,2024,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Keetley, Dawn. Folk Gothic. Cambridge University Press, 2024.",,,,,,
padilla-the-daring-flight-of-my-2010,"Padilla, Genaro",The Daring Flight of My Pen: Cultural Politics and Gaspar Pérez de Villagrá's,2010,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,1610,"Padilla, Genaro. The Daring Flight of My Pen: Cultural Politics and Gaspar Pérez de Villagrá's Historia de la Nueva México, 1610. University of New Mexico Press, 2010.",,,,,,
scovell-folk-horror-hours-dreadful-and-2017,"Scovell, Adam",Folk Horror: Hours Dreadful and Things Strange,2017,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Scovell, Adam. Folk Horror: Hours Dreadful and Things Strange. Auteur, 2017.",,,,,,
mendez-catalogo-de-textos-marginados-novohispan-1992,"Méndez, María Águeda, coordinadora","Catálogo de textos marginados novohispanos: Inquisición, siglos XVIII y XIX",1992,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Méndez, María Águeda, coordinadora. Catálogo de textos marginados novohispanos: Inquisición, siglos XVIII y XIX. Archivo General de la Nación / El Colegio de México / Universidad Nacional Autónoma de México, 1992.","Catálogo de textos marginados novohispanos _ Inquisición, -- Archivo General de la Nación (México); realizado por María -- 1_ ed_, México, D_F, -- 9789681206963 -- cacb6717b9cbc386bd096a9e824bb840 -- Anna’s Archive.pdf",matched (85),,.pdf,9789681206963,yes
mignolo-teoria-del-texto-e-interpretacion-1986,"Mignolo, Walter",Teoría del texto e interpretación de textos,1986,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Mignolo, Walter. Teoría del texto e interpretación de textos. Universidad Nacional Autónoma de México, 1986.","Teoría del texto e interpretación de textos -- Mignolo, Walter -- Cuadernos del Seminario de Poética ;, 8, 1a ed_, México, -- México _ Instituto de -- isbn13 9789688374580 -- d2a6a53168d22d911e182f10c19a13c2 -- Anna’s Archive.pdf",matched (110),,.pdf,9789688374580,yes
rodriguez-singing-for-my-echo-memories-1987,"Rodríguez, Gregorita","Singing for My Echo: Memories of Gregorita Rodríguez, a Native Healer of Santa Fe",1987,,dissertation,II. Dissertation,Supplementary,,supplementary,yes,,"Rodríguez, Gregorita. Singing for My Echo: Memories of Gregorita Rodríguez, a Native Healer of Santa Fe. Relato recogido por Edith Powers, Cota Editions / Ocean Tree, 1987.","Singing for my echo _ memories of Gregorita Rodriguez, a -- Rodriguez, Gregorita, 1901-, Powers, Edith -- 1st ed_, Santa Fe, N_M, New Mexico, 1987 -- isbn13 9780943734224 -- 1e62aa95e95632587f369d9db2a1e1b3 -- Anna’s Archive.pdf",matched (110),,.pdf,9780943734224,yes
fernandez-de-lizardi-el-periquillo-sarniento-1816,"Fernández de Lizardi, José Joaquín",El Periquillo Sarniento,1816,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Fernández de Lizardi, José Joaquín. El Periquillo Sarniento. 1816.","El Periquillo Sarniento -- Fernández de Lizardi, José Joaquín, 1776-1827, Spell, -- Colección _Sepan cuantos_ -- no_ 1, 9_ ed_, México, Mexico, -- oclc 1193402925 -- 80a994f602e564f61ebb4fca290f7a7d -- Anna’s Archive.pdf",matched (90),,.pdf,,yes
payno-los-bandidos-de-rio-frio-1891,"Payno, Manuel",Los bandidos de Río Frío,1891,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Payno, Manuel. Los bandidos de Río Frío. 1889–1891.","Los bandidos de Río frío -- Manuel Payno, Reyes Maldonado & Victor Hugo, Camacho, -- Colección Clásicos juveniles, Colección Clásicos juveniles, -- isbn13 9786074533927 -- fa7b7f3f7bbfe4b3da53cde4f9db10db -- Anna’s Archive.pdf",matched (110),,.pdf,9786074533927,yes
frias-tomochic-1893,"Frías, Heriberto",Tomóchic,1893,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Frías, Heriberto. Tomóchic. 1893.","Tomochic _ episodios de la campaña de Chihuahua, 1892 _ -- Frías, Heriberto, 1870-1925, Cuesy, Silvia L -- Intemporales, 1st ed, Mexico, D_F, ©2002 -- isbn13 9789706516329 -- 08c5c83a3be926ca0119a1505a0d81fb -- Anna’s Archive.pdf",matched (90),,.pdf,9789706516329,yes
azuela-los-de-abajo-1915,"Azuela, Mariano",Los de abajo,1915,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Azuela, Mariano. Los de abajo. 1915.","Los de abajo; novela de la Revolución Mexicana -- Azuela, Mariano, 1873-1952, Englekirk, John Eugene, 1905- -- Complete ed_, New York, New York State, -- isbn13 9780135406908 -- f148d1f68fe69e31b6e2bbaa5ae3f087 -- Anna’s Archive.pdf",matched (90),,.pdf,9780135406908,yes
vasconcelos-la-raza-cosmica-1925,"Vasconcelos, José",La raza cósmica,1925,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Vasconcelos, José. La raza cósmica. 1925.",La Raza Cósmica -- José Vasconcelos -- 1925 -- Editorial Porrúa -- isbn13 9789700771298 -- 9365da00e8f52218d54283704d364103 -- Anna’s Archive.pdf,matched (90),,.pdf,9789700771298,yes
campobello-cartucho-1931,"Campobello, Nellie",Cartucho,1931,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Campobello, Nellie. Cartucho. 1931.",Cartucho -- Nellie Campobello -- 1931 -- faccd0daa7c5c5834cf528f8ef04a1ab -- Anna’s Archive.pdf,matched (90),,.pdf,,yes
revueltas-el-luto-humano-1943,"Revueltas, José",El luto humano,1943,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Revueltas, José. El luto humano. 1943.",El luto humano -- José Revueltas -- 1943 -- ePubLibre -- 331c2a6d3e892671b86ac87736de7474 -- Anna’s Archive.pdf,matched (90),,.pdf,,yes
paz-el-laberinto-de-la-soledad-1950,"Paz, Octavio",El laberinto de la soledad,1950,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Paz, Octavio. El laberinto de la soledad. 1950.","El laberinto de la soledad, Postdata, Vuelta a El laberinto -- Octavio Paz -- Colección popular (Fondo de Cultura Económica (Mexico)), 5th -- Fondo de -- 9786071633606 -- 0d5ae97792960cf2654326f512e138f4 -- Anna’s Archive.pdf",matched (90),,.pdf,9786071633606,yes
fuentes-la-muerte-de-artemio-cruz-1962,"Fuentes, Carlos",La muerte de Artemio Cruz,1962,,teaching,III. Teaching,"A. Nation, Race, and Revolution in Mexican Literature",A,core,yes,,"Fuentes, Carlos. La muerte de Artemio Cruz. 1962.",la muerte de artemio cruz -- Unknown -- 1800 -- ba405fcdb6baf27ec07a7ca594284bc6 -- Anna’s Archive.pdf,matched (85),,.pdf,,yes
arce-cronicas-diabolicas-1916-1926-1982,"Arce, Julio G","Crónicas diabólicas, 1916–1926",1982,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Arce, Julio G. [Jorge Ulica]. Crónicas diabólicas, 1916–1926. Edición de Juan Rodríguez, Maize Press, 1982.","Crónicas diabólicas (1916-1926) de _Jorge Ulica_ -- Ulica, Jorge, 1870-1926; Rodríguez, Juan -- San Diego, Ca, California, 1982 -- San Diego, Ca _ -- isbn13 9780939558025 -- 261448014bd35e4b148eea3c0804d7da -- Anna’s Archive.pdf",override,,.pdf,9780939558025,yes
venegas-las-aventuras-de-don-chipote-1928,"Venegas, Daniel",Las aventuras de don Chipote o Cuando los pericos mamen,1928,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Venegas, Daniel. Las aventuras de don Chipote o Cuando los pericos mamen. 1928.","Las Aventuras de Don Chipote, O Cuando Los Pericos Mamen -- Venegas, Daniel -- Latino literature, Houston, TX, 1998 -- Houston, TX _ Arte Público -- isbn13 9781558852525 -- e68e312a077a46015609b79268ac670b -- Anna’s Archive.pdf",matched (110),,.pdf,9781558852525,yes
paredes-with-his-pistol-in-his-1958,"Paredes, Américo","""With His Pistol in His Hand"": A Border Ballad and Its Hero",1958,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Paredes, Américo. ""With His Pistol in His Hand"": A Border Ballad and Its Hero. University of Texas Press, 1958.","_With His Pistol in His Hand__ A Border Ballad and Its Hero -- Paredes, Américo, 1915-1999, author, James H_ Sutton Jr_ and -- Texas classics, Austin -- isbn13 9780292701281 -- 5f48891bbd05ccc100bd3c7911724f96 -- Anna’s Archive.pdf",override,,.pdf,9780292701281,yes
gonzales-yo-soy-joaquin-1967,"Gonzales, Rodolfo ""Corky",Yo soy Joaquín,1967,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Gonzales, Rodolfo ""Corky."" Yo soy Joaquín. 1967.","I am Joaquín_ Yo soy Joaquín; an epic poem_ With a -- Gonzales, Rodolfo, 1928-2005 -- 1975 -- Toronto, New York [Bantam Books] -- oclc 1035614296 -- c09e22ebec6d6f6b06053c04fa9671c7 -- Anna’s Archive.pdf",override,bilingual edition,.pdf,,yes
rivera-y-no-se-lo-trago-1996,"Rivera, Tomás",…y no se lo tragó la tierra / …And the Earth Did Not Devour Him,1996,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"Rivera, Tomás. …y no se lo tragó la tierra / …And the Earth Did Not Devour Him. 1971. Traducción de Evangelina Vigil-Piñón, Arte Público Press, 1996.",y no se lo tragó la tierra _ And the Earth Did Not Devour -- Tomás Rivera -- 2015 -- Arte Público Press -- b1ab62190fbbab8309e504c60cd1cccd -- Anna’s Archive.pdf,override,,.pdf,,yes
la-chrisx-la-loca-de-la-raza-1978,La Chrisx,La loca de la raza cósmica,1978,,teaching,III. Teaching,"B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",B,core,yes,,"La Chrisx. ""La loca de la raza cósmica."" 1978.",,,,,,
corpi-palabras-de-mediodia-noon-words-1980,"Corpi, Lucha",Palabras de mediodía / Noon Words,1980,,teaching,III. Teaching,"C. Chicana Feminisms, Embodiment, and Cultural Memory",C,core,yes,,"Corpi, Lucha. Palabras de mediodía / Noon Words. Traducción de Catherine Rodríguez-Nieto, El Fuego de Aztlán Publications, 1980.","Palabras de mediodía = Noon words -- Corpi, Lucha, 1945-, Rodríguez-Nieto, Catherine, 1937- -- Pioneers of modern U_S_ Hispanic literature, Houston, -- isbn13 9781558853225 -- 41061352e3548f6df070d2ab8acb0c83 -- Anna’s Archive.pdf",override,,.pdf,9781558853225,yes
